"","number","Wo","CR","Freq","aorta_Um_avg","aorta_Um_max","aorta_Ux_avg","aorta_Ux_max","connect_Um_avg","connect_Um_max","connect_Uy_avg","connect_Uy_max","vena_Um_avg","vena_Um_max","vena_Ux_avg","vena_Ux_max","aorta_P_avg","aorta_P_max","vena_P_avg","vena_P_max","delta_P","Q","COT","Work"
"95",95,5.05,0.83377132,0.6690525,1.41206100738297,4.87867027521133,1.08692707932076,4.75070953369141,1.16137775580864,4.59589123725891,0.90853121396463,4.40275996923447,1.34495980587129,4.39086645841599,1.1702211006671,4.2705437541008,109.87791604201,2632.691015625,70.5177854367556,2535.138671875,-39.3601306052544,2.94972761683714,2292800000,794.09
"96",96,5.05,0.83377132,0.8169873,1.27946125398937,4.93787884712219,1.22419840546443,4.82165455818176,1.00164697937773,4.79376375675201,0.949441834432447,4.78270262479782,1.27776452185412,4.91253912448883,1.23326173038411,4.84059691429138,31.6788680522886,439.7443359375,-2.72634741732601,294.9037109375,-34.4052154696146,2.63619772794666,1995200000,517.53
"97",97,5.05,0.83377132,0.99501422,1.28163741420834,4.89669322967529,1.15699104619243,4.83697533607483,1.066988688811,4.81351613998413,0.929649955486023,4.72322672605515,1.26415912358601,4.90233987569809,1.15839028171444,4.69426870346069,92.048608552256,1603.3140625,55.8929065827401,1673.419140625,-36.1557019695159,2.64205231318202,2878300000,677.92
"98",98,5.05,0.83377132,1.25,1.37166486529914,4.3390879034996,1.17404680768286,4.25414562225342,1.14102006682123,4.0529128909111,0.964976285397895,4.0479502081871,1.24886869235546,4.19666260480881,1.16231754589135,4.08531904220581,108.434940362588,2705.994921875,84.4813325371466,2715.468359375,-23.9536078254414,2.7480565374678,2976700000,921.37
"99",99,5.05,0.83377132,1.5049858,1.34007362554817,4.9100860953331,1.1821534810252,4.80624705553055,1.08460527610105,4.55228835344315,0.94356618670281,4.55059945583344,1.29158251242748,5.28756082057953,1.18783071187443,5.20057737827301,-23.8816467578595,1892.8068359375,-80.8417497121371,1708.291015625,-56.9601029542776,2.74955094803206,3734100000,1080.6
"100",100,5.05,0.83377132,1.6830127,1.51037049499807,5.99416732788086,1.31618796408117,5.87973177433014,1.20488970269351,5.57520508766174,1.04440529974706,5.54820597171783,1.5341785392077,5.92050552368164,1.32969647264009,5.78990280628204,39.9726681424002,476.725341796875,-37.8786143807018,170.328039550781,-77.851282523102,3.26574274041168,7765200000,2326.9
"101",101,5.05,0.83377132,1.8309475,1.48649066662004,6.12792313098907,1.31331993955358,6.03705704212189,1.20605055113377,5.67085981369019,1.04311225456177,5.64084053039551,1.43399556225631,5.47624230384827,1.28973975337011,5.3182065486908,30.8373066755442,881.66484375,-17.8728935388418,989.181640625,-48.710200214386,3.25064097715352,6506600000,1662
"102",102,5.05,0.83377132,1.8958522,1.44397148763976,6.06645226478577,1.29684456675022,5.97837209701538,1.18293981506185,5.59393405914307,1.02594641399404,5.54258942604065,1.41488351862303,5.19128084182739,1.31675524153701,5.10982871055603,53.8377460938234,1281.23310546875,-4.4465414003048,1379.30546875,-58.2842874941282,3.14032080002206,6424500000,1639.6
"103",103,5.05,0.88801408,0.6690525,1.74411091316465,6.51136577129364,1.46496336364685,6.36326849460602,1.46890569338575,6.29132390022278,1.20755254296172,6.14492416381836,1.69796039052825,6.0501354932785,1.53625054615582,5.8540940284729,95.9208209355672,2676.28828125,55.2033654106987,2474.6275390625,-40.7174555248685,3.77031087094742,2299900000,827.13
"104",104,5.05,0.88801408,0.8169873,1.66393703549787,6.98081910610199,1.58347583309609,6.81868016719818,1.30517700486516,6.64072275161743,1.23203276401299,6.61310613155365,1.665578878644,6.83060526847839,1.59439422984073,6.66606605052948,36.2560456152885,475.673974609375,-12.5520248403747,291.9779296875,-48.8080704556632,3.47848856535494,2096200000,543.56
"105",105,5.05,0.88801408,1.25,1.75981544085796,5.39155304431915,1.56614245005095,5.30228137969971,1.44437377424373,5.12392580509186,1.26711609776136,5.11937260627747,1.64109133186923,5.59961199760437,1.56497169640035,5.42484283447266,112.488435569176,2708.633203125,68.9987966268534,2787.6275390625,-43.4896389423226,3.52629742383031,3418300000,1039.3
"106",106,5.05,0.88801408,1.6830127,2.07271900006847,8.05105268955231,1.61564548760386,7.91385233402252,1.67268253791218,7.4693101644516,1.28575498069255,7.42229342460632,2.07233142631906,7.94454216957092,1.63293637452397,7.76231348514557,53.2518615812318,555.158203125,-53.0795354897429,208.271044921875,-106.331397070975,4.50264167307165,8315600000,2616.1
"107",107,5.05,0.88801408,1.8309475,1.96376219861962,8.29856157302856,1.62396343782767,8.17708313465118,1.60340263945042,7.65323042869568,1.29418642496995,7.60298728942871,1.90982698072843,7.59690642356873,1.63317750547122,7.36317932605743,36.1276075014701,927.66484375,-26.6049324357298,1053.33994140625,-62.7325399371999,4.31101436329672,6.931e+09,1848.8
"108",108,5.05,0.91181249,0.8169873,1.8184742892451,7.67668962478638,1.70786138873763,7.4972927570343,1.42360707896625,7.31221973896027,1.32970852578916,7.28237211704254,1.81580633675532,7.52942085266113,1.72261280741107,7.33503639698029,35.3146221221684,501.9130859375,-12.9158248958782,299.063989257812,-48.2304470180466,3.80320360076566,2140400000,553.63
"109",109,5.05,0.91181249,1.25,1.90713189776119,5.79249262809753,1.71222889152552,5.69202840328217,1.56547993376779,5.41977286338806,1.39139314277921,5.41668236255646,1.81482630138986,6.04493498802185,1.74196334819479,5.78216254711151,103.214260225214,2730.841796875,46.2503903184618,2793.1708984375,-56.9638699067522,3.8166409647099,3091100000,1056.7
"110",110,5.05,0.91181249,1.6830127,2.3446413748323,8.96752953529358,1.78418220451978,8.81923794746399,1.89506385536739,8.326455950737,1.41936213919745,8.27195286750793,2.36574814868908,8.80935370922089,1.81391504302025,8.60278367996216,57.3453033850743,579.697705078125,-58.7024967174499,243.506079101562,-116.047800102524,5.07473867228933,8559500000,2711.5
"111",111,5.05,0.92419946,1.25,1.97802088416428,6.01749837398529,1.7809836891783,5.91947078704834,1.6234359328832,5.63778877258301,1.45079267160844,5.63384354114532,1.90987932459953,6.3814914226532,1.83085415007749,6.15007400512695,103.436177069509,2746.6703125,43.7542088000329,2803.148046875,-59.6819682694761,3.96353999980302,3470200000,1092.7
"112",112,6.7329062,0.51622868,1.25,0.534773004304968,1.20924822986126,0.0971751872180965,1.20644994080067,0.428565447384384,1.34848341345787,0.102344067622688,1.33742764592171,0.499525771228146,1.34478703141212,0.16488220384757,1.33768364787102,70.4813326167246,1915.189453125,67.5784628296947,1901.52578125,-2.9028697870299,0.930940947105859,3148400000,726.48
"113",113,6.7329062,0.675,0.8169873,0.542901809288499,1.96239814162254,0.448570863993291,1.90108194947243,0.427903490255572,1.85602068901062,0.35676479082594,1.85496479272842,0.515064629236051,1.88222259283066,0.464580332003873,1.86030998826027,11.8318006128393,339.284716796875,5.99559083985634,271.26796875,-5.83620977298296,1.05763882637761,1543600000,440.26
